"UF","COD. UF","COD. MUNIC","NOME DO MUNICÍPIO","POPULAÇÃO ESTIMADA"
"PR",41,"13809","Lupionópolis",4911
"PB",25,"10303","Nova Palmeira",4910
"MG",31,"71154","Vermelho Novo",4905
"SP",35,"09809","Campos Novos Paulista",4900
"MG",31,"35902","Jesuânia",4898
"PR",41,"07702","Fênix",4898
"PR",41,"21109","Quinta do Sol",4897
"MG",31,"36553","José Raydan",4894
"SC",42,"09151","José Boiteux",4887
"MG",31,"42254","Miravânia",4885
"RN",24,"08508","Ouro Branco",4882
"SC",42,"11405","Nova Erechim",4879
"MG",31,"36579","Josenópolis",4877
"GO",52,"10802","Itajá",4876
"MT",51,"07792","Santo Antônio do Leste",4875
"TO",17,"05557","Combinado",4874
"PI",22,"11357","Várzea Branca",4873
"MG",31,"50539","Pingo-d'Água",4873
"PI",22,"03230","Currais",4871
"MG",31,"54408","Ressaquinha",4861
"MG",31,"58805","Santana do Jacaré",4861
"PE",26,"07406","Itacuruba",4858
"RN",24,"00604","Almino Afonso",4854
"TO",17,"16307","Pau D'Arco",4853
"MG",31,"16407","Claraval",4847
"RS",43,"09803","Ibiaçá",4846
"SP",35,"02002","Analândia",4845
"RS",43,"06304","David Canabarro",4844
"RN",24,"13557","Serrinha dos Pintos",4841
"SP",35,"12605","Coronel Macedo",4840
"PB",25,"04355","Caturité",4839
"PI",22,"00277","Alegrete do Piauí",4838
"PR",41,"20101","Porto Amazonas",4835
"PI",22,"03602","Eliseu Martins",4834
"MG",31,"56106","Ritápolis",4834
"MG",31,"63102","São José da Varginha",4834
"MS",50,"07307","Rio Negro",4834
"TO",17,"18907","Santa Rosa do Tocantins",4833
"RS",43,"18424","São João da Urtiga",4831
"GO",52,"18706","Rianápolis",4828
"PB",25,"09602","Monte Horebe",4825
"RN",24,"06809","Lajes Pintadas",4822
"MG",31,"44409","Natércia",4820
"GO",52,"21502","Turvânia",4818
"PI",22,"02711","Cocal de Telha",4812
"AL",27,"02702","Feliz Deserto",4806
"MG",31,"12208","Capela Nova",4805
"RS",43,"11718","Maçambará",4804
"RS",43,"12203","Maximiliano de Almeida",4804
"RS",43,"14498","Pinheirinho do Vale",4803
"SP",35,"23008","Itapura",4802
"SP",35,"17109","Glicério",4800
"PB",25,"04702","Congo",4789
"PI",22,"05276","Jatobá do Piauí",4786
"PI",22,"06753","Nossa Senhora de Nazaré",4786
"PR",41,"07850","Flor da Serra do Sul",4782
"GO",52,"19712","Santo Antônio da Barra",4780
"AP",16,"00550","Pracuúba",4779
"MG",31,"66956","Serranópolis de Minas",4769
"SC",42,"13302","Ponte Alta",4767
"PR",41,"15507","Marumbi",4765
"PR",41,"20655","Quarto Centenário",4764
"PI",22,"09955","São João da Varjota",4762
"RS",43,"00034","Aceguá",4759
"SP",35,"30409","Mirassolândia",4758
"PR",41,"13601","Lobato",4751
"TO",17,"20309","São Sebastião do Tocantins",4749
"SP",35,"32207","Narandiba",4746
"SP",35,"16853","Gavião Peixoto",4739
"SP",35,"55505","Ubirajara",4734
"MG",31,"27057","Fronteira dos Vales",4733
"SP",35,"25805","Júlio Mesquita",4733
"SC",42,"06652","Guatambú",4733
"GO",52,"10562","Itaguari",4730
"TO",17,"07306","Dueré",4727
"TO",17,"01101","Aparecida do Rio Negro",4726
"PI",22,"02802","Conceição do Canindé",4726
"BA",29,"00603","Aiquara",4725
"BA",29,"11253","Gavião",4725
"PR",41,"15457","Marquinho",4725
"MG",31,"06655","Berizal",4720
"SP",35,"07308","Boracéia",4717
"SP",35,"15194","Espírito Santo do Turvo",4713
"MG",31,"24401","Espírito Santo do Dourado",4712
"MG",31,"45851","Oratórios",4710
"TO",17,"03305","Bom Jesus do Tocantins",4700
"GO",52,"13905","Mossâmedes",4700
"MG",31,"11705","Canaã",4699
"SC",42,"02503","Bom Jardim da Serra",4694
"RS",43,"05132","Cerro Branco",4694
"SP",35,"48401","Santópolis do Aguapeí",4687
"MG",31,"50307","Piedade do Rio Grande",4684
"PI",22,"05532","Jurema",4683
"SP",35,"16804","Gastão Vidigal",4683
"MG",31,"06606","Bertópolis",4678
"SP",35,"54201","Tejupá",4677
"GO",52,"03104","Baliza",4677
"SP",35,"32058","Motuca",4676
"SC",42,"15075","Riqueza",4670
"MG",31,"36405","Joaquim Felício",4669
"PB",25,"08109","Lagoa",4666
"RS",43,"09555","Harmonia",4664
"PI",22,"01002","Arraial",4656
"SC",42,"15406","Salto Veloso",4655
"MG",31,"46404","Paineiras",4650
"MG",31,"68101","Tapira",4650
"TO",17,"17800","Ponte Alta do Bom Jesus",4645
"MG",31,"17405","Conceição de Ipanema",4644
"SP",35,"43105","Ribeirão Corrente",4644
"RN",24,"12401","São José do Seridó",4643
"PR",41,"26355","Serranópolis do Iguaçu",4637
"PB",25,"14404","São José de Espinharas",4635
"MG",31,"36520","José Gonçalves de Minas",4631
"MT",51,"02694","Canabrava do Norte",4630
"GO",52,"08103","Formoso",4623
"PR",41,"10904","Itaguajé",4620
"MG",31,"40605","Materlândia",4619
"PR",41,"06704","Cruzeiro do Sul",4619
"MG",31,"14808","Carvalhos",4617
"SC",42,"09854","Lindóia do Sul",4615
"ES",32,"01803","Divino de São Lourenço",4612
"PI",22,"02851","Coronel José Dias",4608
"RN",24,"07609","Messias Targino",4608
"RS",43,"15750","Riozinho",4607
"SC",42,"14904","Rio Fortuna",4606
"RS",43,"22152","Tunas",4604
"MG",31,"22603","Dom Joaquim",4602
"TO",17,"18550","Riachinho",4601
"MA",21,"11573","São Pedro dos Crentes",4601
"SC",42,"18756","Tunápolis",4597
"SC",42,"19176","Vargem Bonita",4597
"MG",31,"57302","Santa Bárbara do Tugúrio",4590
"RS",43,"08458","Fortaleza dos Valos",4588
"MG",31,"57500","Santa Efigênia de Minas",4587
"MA",21,"07308","Nova Iorque",4586
"PI",22,"05565","Lagoa do Barro do Piauí",4582
"MG",31,"56452","Rosário da Limeira",4580
"TO",17,"18808","Sampaio",4579
"PB",25,"13802","Santa Teresinha",4573
"SP",35,"27801","Lupércio",4573
"SP",35,"43204","Ribeirão do Sul",4571
"SC",42,"07601","Ipira",4562
"PI",22,"09351","Santana do Piauí",4559
"MG",31,"08701","Brás Pires",4550
"SP",35,"31704","Monteiro Lobato",4549
"RN",24,"11007","Rodolfo Fernandes",4545
"TO",17,"03073","Barra do Ouro",4544
"RS",43,"14472","Pinhal Grande",4544
"RS",43,"18481","São José do Hortêncio",4543
"PE",26,"07109","Ingazeira",4542
"MT",51,"07404","São Pedro da Cipa",4541
"PB",25,"13927","São Bentinho",4540
"PB",25,"09339","Matinhas",4537
"PI",22,"09856","São João da Canabrava",4534
"PB",25,"12754","Riachão do Bacamarte",4529
"RS",43,"20859","Tabaí",4526
"TO",17,"17008","Pindorama do Tocantins",4520
"PB",25,"12762","Riachão do Poço",4519
"SP",35,"40259","Pontalinda",4519
"RS",43,"09753","Ibarama",4519
"TO",17,"03206","Bernardo Sayão",4518
"MG",31,"12059","Cantagalo",4517
"PR",41,"10409","Indianópolis",4504
"PI",22,"10359","São Lourenço do Piauí",4501
"PI",22,"07751","Passagem Franca do Piauí",4500
"PI",22,"10904","Socorro do Piauí",4500
"GO",52,"12956","Matrinchã",4490
"PI",22,"04550","Guaribas",4489
"SC",42,"05209","Erval Velho",4480
"PI",22,"06001","Marcos Parente",4478
"RS",43,"22251","Tupandi",4472
"RS",43,"12807","Nova Araçá",4471
"SP",35,"25607","João Ramalho",4468
"RS",43,"21857","Três Palmeiras",4457
"MT",51,"08808","Nova Guarita",4457
"BA",29,"19959","Maetinga",4456
"MA",21,"10807","São Félix de Balsas",4453
"AL",27,"00805","Belém",4453
"SP",35,"32108","Murutinga do Sul",4453
"MG",31,"70438","União de Minas",4452
"PR",41,"07546","Espigão Alto do Iguaçu",4447
"GO",52,"13772","Montividiu do Norte",4447
"MG",31,"20102","Couto de Magalhães de Minas",4444
"MG",31,"00807","Aguanil",4440
"MG",31,"23304","Dores do Turvo",4437
"PR",41,"21257","Ramilândia",4435
"PI",22,"05250","Jardim do Mulato",4430
"PI",22,"01804","Bocaina",4428
"CE",23,"04806","Granjeiro",4425
"RN",24,"11700","São Bento do Trairí",4425
"RN",24,"13201","Senador Georgino Avelino",4423
"PB",25,"14107","São João do Tigre",4423
"MG",31,"27404","Gonçalves",4410
"MG",31,"65909","Senador Modestino Gonçalves",4410
"SP",35,"46207","Santa Cruz da Conceição",4409
"SP",35,"08207","Buritizal",4408
"MG",31,"26307","Fortaleza de Minas",4407
"RS",43,"23408","Vila Maria",4407
"PR",41,"07538","Entre Rios do Oeste",4406
"PI",22,"08874","Ribeira do Piauí",4403
"MG",31,"62658","São João do Pacuí",4396
"MG",31,"49606","Pequi",4395
"PI",22,"03800","Flores do Piauí",4393
"PR",41,"03008","Boa Esperança",4392
"PI",22,"11704","Wall Ferraz",4390
"GO",52,"15256","Novo Planalto",4387
"PI",22,"05300","Jerumenha",4384
"PI",22,"09559","São Braz do Piauí",4377
"MG",31,"66501","Serra Azul de Minas",4372
"RS",43,"23457","Vila Nova do Sul",4370
"PR",41,"06571","Cruzeiro do Iguaçu",4369
"PR",41,"13106","Kaloré",4368
"PI",22,"03255","Curralinhos",4367
"MG",31,"32602","Itamarati de Minas",4362
"RS",43,"04671","Capivari do Sul",4362
"MT",51,"07248","Santa Carmem",4360
"MG",31,"36801","Juramento",4358
"SP",35,"08306","Cabrália Paulista",4352
"RN",24,"08409","Olho-d'Água do Borges",4349
"PB",25,"08554","Logradouro",4343
"PR",41,"10003","Iguaraçu",4343
"SC",42,"11454","Nova Itaberaba",4339
"MG",31,"57377","Santa Cruz de Salinas",4337
"SP",35,"02606","Aparecida d'Oeste",4329
"PI",22,"11407","Várzea Grande",4325
"SC",42,"04350","Cordilheira Alta",4321
"PB",25,"12077","Poço de José de Moura",4318
"MG",31,"50000","Pescador",4311
"MG",31,"35308","Japaraíba",4308
"SP",35,"33700","Ocauçu",4308
"MG",31,"63003","São José da Safira",4303
"PR",41,"19707","Planaltina do Paraná",4303
"PI",22,"07959","Nova Santa Rita",4302
"MG",31,"59001","Santana do Riacho",4301
"BA",29,"08804","Contendas do Sincorá",4299
"SP",35,"21200","Iporanga",4299
"TO",17,"03867","Cariri do Tocantins",4296
"PB",25,"14008","São João do Cariri",4296
"PI",22,"04105","Francisco Ayres",4288
"PI",22,"03420","Domingos Mourão",4287
"SP",35,"34005","Onda Verde",4286
"MG",31,"31406","Ipiaçu",4285
"SC",42,"01273","Arabutã",4281
"RN",24,"10801","Riacho de Santana",4277
"MG",31,"27206","Funilândia",4277
"RN",24,"08607","Paraná",4276
"RS",43,"12153","Mato Leitão",4276
"TO",17,"15101","Novo Acordo",4267
"MG",31,"52131","Ponto Chique",4259
"MG",31,"40100","Marilac",4254
"RS",43,"09159","Gramado Xavier",4251
"MG",31,"37304","Lagoa dos Patos",4248
"PI",22,"08858","Riacho Frio",4246
"PR",41,"03479","Cafezal do Sul",4245
"SC",42,"12270","Passos Maia",4243
"SP",35,"40408","Populina",4240
"RN",24,"11908","São Francisco do Oeste",4238
"AL",27,"03908","Jundiá",4231
"TO",17,"18501","Recursolândia",4230
"MG",31,"63201","São José do Alegre",4228
"PI",22,"10631","Sebastião Leal",4224
"RS",43,"01875","Barra do Quaraí",4223
"PR",41,"17214","Nova Santa Bárbara",4217
"BA",29,"12608","Ibiquera",4214
"MG",31,"61601","São Geraldo da Piedade",4214
"MG",31,"50208","Piedade de Ponte Nova",4213
"BA",29,"10206","Dom Macedo Costa",4212
"SP",35,"08900","Caiabu",4211
"AM",13,"02108","Japurá",4205
"TO",17,"15002","Nova Rosalândia",4203
"MG",31,"07604","Bom Jesus da Penha",4203
"RS",43,"10306","Ilópolis",4202
"MG",31,"02209","Alvarenga",4199
"RS",43,"08078","Fazenda Vilanova",4194
"SC",42,"10902","Modelo",4192
"TO",17,"11951","Lagoa do Tocantins",4191
"SP",35,"31605","Monte Castelo",4190
"RN",24,"14753","Venha-Ver",4187
"SP",35,"22653","Itapirapuã Paulista",4186
"SP",35,"49607","São José do Barreiro",4181
"RS",43,"13490","Novo Barreiro",4181
"RN",24,"04002","Frutuoso Gomes",4180
"TO",17,"05607","Conceição do Tocantins",4179
"PB",25,"12200","Prata",4179
"MG",31,"20706","Cruzeiro da Fortaleza",4174
"SP",35,"45506","Sandovalina",4174
"RS",43,"13607","Paim Filho",4172
"PB",25,"04074","Caraúbas",4171
"PR",41,"04055","Campo Bonito",4162
"RS",43,"12054","Marques de Souza",4159
"RS",43,"15206","Putinga",4159
"SP",35,"41109","Presidente Alves",4155
"RS",43,"09951","Ibirapuitã",4155
"SP",35,"01103","Alto Alegre",4154
"PR",41,"20309","Porto Vitória",4148
"MG",31,"69059","Tocos do Moji",4147
"MG",31,"09253","Bugre",4146
"PB",25,"14701","São José do Sabugi",4145
"GO",52,"09408","Guarani de Goiás",4145
"GO",52,"01504","Aporé",4143
"GO",52,"03575","Bonópolis",4143
"SP",35,"00808","Alfredo Marcondes",4135
"PR",41,"13403","Leópolis",4131
"MG",31,"40308","Marliéria",4129
"RS",43,"13391","Novo Cabrais",4125
"PR",41,"22172","Rio Branco do Ivaí",4119
"GO",52,"18789","Rio Quente",4112
"TO",17,"20499","São Valério",4111
"MG",31,"14600","Carrancas",4110
"SP",35,"00907","Altair",4109
"MG",31,"10202","Cajuri",4108
"SC",42,"13104","Piratuba",4102
"RN",24,"11056","Tibau",4100
"PR",41,"28658","Virmond",4095
"SP",35,"28908","Mariápolis",4087
"RS",43,"11122","Jaquirana",4083
"RS",43,"10850","Jaboticaba",4082
"SC",42,"05100","Dona Emma",4081
"MG",31,"68309","Taquaraçu de Minas",4075
"PR",41,"16406","Nossa Senhora das Graças",4075
"MG",31,"60108","Santo Antônio do Grama",4071
"BA",29,"18902","Lajedão",4068
"SC",42,"07759","Iraceminha",4067
"PI",22,"06654","Morro Cabeça no Tempo",4066
"PI",22,"07306","Paes Landim",4065
"MG",31,"00401","Acaiaca",4065
"RN",24,"01503","Barcelona",4064
"PR",41,"03958","Campina do Simão",4062
"TO",17,"14302","Nazaré",4060
"SE",28,"01108","Canhoba",4058
"MG",31,"54705","Ribeirão Vermelho",4058
"TO",17,"03891","Carrasco Bonito",4055
"SP",35,"12704","Corumbataí",4054
"SP",35,"02408","Anhumas",4053
"SP",35,"35903","Paranapuã",4051
"MG",31,"15201","Conceição da Barra de Minas",4050
"GO",52,"18102","Portelândia",4044
"SC",42,"05159","Doutor Pedrinho",4043
"RS",43,"14308","Pejuçara",4043
"MS",50,"06259","Novo Horizonte do Sul",4041
"MG",31,"60207","Santo Antônio do Itambé",4040
"RS",43,"00455","Alegria",4037
"GO",52,"20264","São Miguel do Passa Quatro",4037
"MG",31,"48905","Pedra do Indaiá",4034
"PI",22,"02455","Capitão Gervásio Oliveira",4033
"MG",31,"58607","Santana do Deserto",4032
"PR",41,"20853","Quatro Pontes",4031
"SC",42,"12403","Pedras Grandes",4026
"RS",43,"05405","Chiapetta",4026
"MS",50,"05103","Jateí",4025
"BA",29,"19009","Lajedinho",4017
"SE",28,"01900","Cumbe",4012
"SC",42,"19606","Xavantina",4012
"PB",25,"08703","Mãe d'Água",4009
"PR",41,"22800","Salgado Filho",4003
"RN",24,"06908","Lucrécia",4002
"RN",24,"07252","Major Sales",4002
"RS",43,"05959","Cotiporã",4000
"PR",41,"02208","Atalaia",3999
"PI",22,"05581","Lagoa do Piauí",3996
"SC",42,"08609","Jaborá",3990
"RS",43,"14779","Pontão",3990
"MG",31,"57609","Santa Fé de Minas",3985
"SE",28,"06909","São Francisco",3983
"PB",25,"13000","Salgadinho",3980
"PI",22,"07793","Pau D'Arco do Piauí",3975
"BA",29,"18704","Lafaiete Coutinho",3975
"GO",52,"15405","Ouro Verde de Goiás",3971
"MG",31,"41900","Minduri",3970
"MG",31,"67905","Tabuleiro",3963
"PR",41,"21307","Rancho Alegre",3963
"PR",41,"16307","Munhoz de Melo",3958
"PR",41,"23824","Santa Lúcia",3955
"PI",22,"02737","Coivaras",3953
"SP",35,"33304","Nova Luzitânia",3953
"PI",22,"09153","Santa Cruz dos Milagres",3952
"MG",31,"25002","Ewbank da Câmara",3952
"MG",31,"27388","Goianá",3952
"PB",25,"10501","Olivedos",3951
"SP",35,"20707","Indiaporã",3951
"PI",22,"01556","Bela Vista do Piauí",3947
"MG",31,"63300","São José do Divino",3946
"SE",28,"07006","São Miguel do Aleixo",3943
"SE",28,"06503","Santa Rosa de Lima",3938
"MG",31,"28501","Guarará",3938
"PR",41,"09005","Guapirama",3934
"SP",35,"20806","Inúbia Paulista",3933
"RS",43,"11981","Mariana Pimentel",3932
"MG",31,"34509","Itutinga",3926
"PB",25,"01351","Assunção",3921
"MG",31,"61650","São Geraldo do Baixio",3920
"PR",41,"23956","Santa Mônica",3915
"MG",31,"21704","Diogo de Vasconcelos",3913
"SC",42,"19408","Witmarsum",3912
"MG",31,"71105","Veríssimo",3911
"RN",24,"06155","Jundiá",3910
"SP",35,"42305","Redenção da Serra",3908
"MT",51,"07297","São José do Povo",3908
"GO",52,"14101","Mutunópolis",3906
"RS",43,"10702","Itatiba do Sul",3896
"PI",22,"02251","Canavieira",3892
"SP",35,"29609","Meridiano",3892
"PI",22,"01176","Barra D'Alcântara",3889
"SP",35,"07159","Bom Sucesso de Itararé",3888
"MG",31,"59100","Santana dos Montes",3887
"PI",22,"07553","Paquetá",3886
"TO",17,"07553","Fátima",3879
"SP",35,"03505","Areias",3879
"MG",31,"58409","Santana de Cataguases",3876
"MT",51,"06273","Novo Horizonte do Norte",3876
"RS",43,"20602","Severiano de Almeida",3868
"PR",41,"06100","Conselheiro Mairinck",3866
"MG",31,"11150","Campo Azul",3863
"SC",42,"18350","Treviso",3863
"MT",51,"03361","Conquista D'Oeste",3860
"RN",24,"08706","Paraú",3859
"GO",52,"19357","Santa Isabel",3857
"GO",52,"21908","Varjão",3856
"MT",51,"07578","Rondolândia",3854
"GO",52,"09804","Hidrolina",3852
"SC",42,"04103","Caxambu do Sul",3850
"SC",42,"15356","Saltinho",3847
"MG",31,"41207","Matutina",3846
"PB",25,"14552","São José de Princesa",3842
"RS",43,"00059","Água Santa",3841
"RN",24,"10009","Pilões",3836
"SP",35,"52551","Suzanápolis",3836
"RO",11,"00262","Rio Crespo",3829
"MG",31,"53202","Presidente Juscelino",3827
"MT",51,"06208","Nova Brasilândia",3827
"RS",43,"15354","Quinze de Novembro",3826
"PI",22,"01988","Brejo do Piauí",3823
"TO",17,"11506","Jaú do Tocantins",3821
"MG",31,"22470","Dom Bosco",3818
"PI",22,"04600","Hugo Napoleão",3816
"PR",41,"25456","São José das Palmeiras",3816
"GO",52,"07352","Edealina",3809
"PB",25,"05501","Vista Serrana",3808
"MG",31,"19906","Córrego do Bom Jesus",3804
"PB",25,"11004","Pedra Branca",3803
"MT",51,"04559","Itaúba",3800
"SP",35,"01202","Álvares Florence",3795
"TO",17,"12405","Lizarda",3787
"GO",52,"08152","Gameleira de Goiás",3777
"PR",41,"02752","Bela Vista da Caroba",3774
"TO",17,"10904","Itapiratins",3772
"PB",25,"12036","Poço Dantas",3770
"SP",35,"40853","Pracinha",3768
"MG",31,"41306","Medeiros",3765
"RS",43,"14035","Pareci Novo",3760
"GO",52,"18052","Porteirão",3758
"MG",31,"10806","Campanário",3757
"MG",31,"44904","Nova Módica",3757
"RS",43,"13425","Novo Machado",3757
"GO",52,"09606","Heitoraí",3757
"GO",52,"00829","Amaralina",3754
"PB",25,"03407","Cacimba de Areia",3749
"RS",43,"00851","Arambaré",3748
"MG",31,"60900","São Brás do Suaçuí",3747
"SP",35,"33205","Nova Independência",3745
"RS",43,"07815","Estrela Velha",3745
"MG",31,"71402","Vieiras",3741
"GO",52,"04656","Campinaçu",3740
"SP",35,"28205","Macedônia",3736
"TO",17,"02703","Aurora do Tocantins",3735
"TO",17,"18402","Presidente Kennedy",3733
"PR",41,"03156","Bom Jesus do Sul",3733
"PI",22,"09500","Santo Inácio do Piauí",3731
"GO",52,"01603","Araçu",3731
"PR",41,"20333","Prado Ferreira",3718
"RS",43,"01552","Áurea",3718
"PB",25,"14800","São José dos Cordeiros",3711
"MG",31,"09600","Cachoeira da Prata",3710
"GO",52,"19605","Santa Tereza de Goiás",3710
"SC",42,"02859","Braço do Trombudo",3709
"RS",43,"10900","Jacutinga",3704
"SP",35,"22000","Itaju",3703
"GO",52,"04557","Caldazinha",3703
"SE",28,"03807","Malhada dos Bois",3693
"SP",35,"38303","Piquerobi",3693
"SC",42,"16354","São João do Itaperiú",3690
"PI",22,"10102","São José do Peixe",3689
"MT",51,"08105","Tesouro",3682
"SP",35,"51207","Sarutaiá",3681
"RN",24,"01909","Caiçara do Rio do Vento",3680
"SP",35,"41653","Quadra",3680
"MG",31,"02407","Alvorada de Minas",3673
"MG",31,"49200","Pedrinópolis",3672
"RN",24,"11106","Ruy Barbosa",3669
"BA",29,"07400","Catolândia",3669
"MG",31,"60009","Santo Antônio do Aventureiro",3668
"GO",52,"15900","Palminópolis",3667
"MG",31,"15409","Catas Altas da Noruega",3666
"PR",41,"13429","Lidianópolis",3662
"MT",51,"06174","Nova Nazaré",3655
"RS",43,"02600","Braga",3647
"RS",43,"11130","Jari",3645
"MG",31,"56403","Romaria",3644
"RS",43,"19356","São Pedro da Serra",3639
"GO",52,"21007","Taquaral de Goiás",3625
"PI",22,"07850","Pavussu",3623
"GO",52,"04607","Campestre de Goiás",3622
"SP",35,"43600","Rifaina",3618
"RN",24,"11809","São Fernando",3617
"PR",41,"06555","Corumbataí do Sul",3617
"MG",31,"06804","Bias Fortes",3613
"SC",42,"12239","Paraíso",3613
"GO",52,"05059","Castelândia",3610
"SP",35,"00204","Adolfo",3609
"PB",25,"12747","Riachão",3607
"GO",52,"06503","Cromínia",3606
"GO",52,"03609","Brazabrantes",3604
"PR",41,"23105","Santa Amélia",3603
"RS",43,"13359","Nova Roma do Sul",3603
"MG",31,"66105","Senhora do Porto",3602
"PB",25,"13356","Santa Inês",3596
"MT",51,"06190","Nova Santa Helena",3596
"PB",25,"05808","Duas Estradas",3594
"MG",31,"24708","Estrela do Indaiá",3590
"SC",42,"19101","Vargeão",3590
"MG",31,"19005","Cordislândia",3587
"RS",43,"22327","Turuçu",3585
"MG",31,"14709","Carvalhópolis",3581
"RS",43,"19703","São Valentim",3581
"AL",27,"04906","Mar Vermelho",3579
"PR",41,"15739","Mato Rico",3576
"MT",51,"08204","Torixoréu",3576
"GO",52,"21452","Trombas",3571
"MS",50,"07976","Taquarussu",3570
"MG",31,"53004","Pratinha",3569
"PB",25,"16151","Sossêgo",3567
"RN",24,"10702","Riacho da Cruz",3566
"PB",25,"14602","São José do Bonfim",3566
"MG",31,"59407","Santa Rita de Ibitipoca",3566
"SC",42,"01604","Arroio Trinta",3564
"MG",31,"53707","Quartel Geral",3557
"PR",41,"07124","Diamante do Sul",3555
"RS",43,"10553","Itacurubi",3552
"RO",11,"00908","Castanheiras",3550
"CE",23,"05100","Guaramiranga",3547
"PR",41,"16604","Nova América da Colina",3545
"PR",41,"23204","Santa Cecília do Pavão",3544
"SP",35,"14924","Elisiário",3537
"MG",31,"29905","Ibitiúra de Minas",3536
"GO",52,"05521","Colinas do Sul",3529
"PB",25,"05907","Emas",3528
"RS",43,"04101","Campos Borges",3514
"GO",52,"15652","Palestina de Goiás",3514
"MG",31,"26950","Frei Lagonegro",3510
